objectid,filename,Pager Identifier,Page number,Stope Book Name,Stope Book number,Volume number,Sill number,subject,Level & Floor,title,description,map_type,county,location,latitude,longitude,geomethod,datum,date,creator,identifier,scanned,optimized,map_width_inches,map_length_inches,relations_defined,relations_defined_staff,map_scale,township,range,section,format
273,273.jpg,2006,84,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 500 SILL; CORRA 500-1,BADGER STATE 500 SILL; CORRA 500-1,ELEVATION: 5737',Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
274,274.jpg,2007,85,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 600-13; CORRA 500 SILL,BADGER STATE 600-13; CORRA 500 SILL,ELEVATION: 5730' CORRA; 5729' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
275,275.jpg,2008,86,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 600-12; CORRA 600-16,BADGER STATE 600-12; CORRA 600-16,ELEVATION: 5723' CORRA; 5721' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
276,276.jpg,2009,87,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 600-11; CORRA 600-15,BADGER STATE 600-11; CORRA 600-15,ELEVATION: 5715' CORRA; 5713' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
277,277.jpg,2010,88,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 600-10; CORRA 600-14,BADGER STATE 600-10; CORRA 600-14,ELEVATION: 5708' CORRA; 5705' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
278,278.jpg,2011,89,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 600-9; CORRA 600-13,BADGER STATE 600-9; CORRA 600-13,ELEVATION: 5701' CORRA; 5698' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
279,279.jpg,2012,90,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA; GRANITE MOUNTAIN,BADGER STATE 600-8; CORRA 600-12; GRANITE MOUNTAIN 400 SILL,BADGER STATE 600-8; CORRA 600-12; GRANITE MOUNTAIN 400 SILL,ELEVATION: 5693' CORRA; 5690' BADGER STATE; 5698.0'± AT THE GRANITE MOUNTAIN SILL,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
280,280.jpg,2013,91,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 600-7; CORRA 600-11,BADGER STATE 600-7; CORRA 600-11,ELEVATION: 5686' CORRA; 5682' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,14.25,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
281,281.jpg,2014,92,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 600-6; CORRA 600-10,BADGER STATE 600-6; CORRA 600-10,ELEVATION: 5679' CORRA; 5674' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,23,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
282,282.jpg,2015,93,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 600-5; CORRA 600-9,BADGER STATE 600-5; CORRA 600-9,ELEVATION: 5672' CORRA; 5666' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
283,283.jpg,2016,94,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 600-4; CORRA 600-8,BADGER STATE 600-4; CORRA 600-8,ELEVATION: 5664' CORRA; 5658' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
284,284.jpg,2017,95,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 600-3; CORRA 600-7,BADGER STATE 600-3; CORRA 600-7,ELEVATION: 5657' CORRA; 5650' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
285,285.jpg,2018,96,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 600-2; CORRA 600-6,BADGER STATE 600-2; CORRA 600-6,ELEVATION: 5650' CORRA; 5642' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
286,286.jpg,2019,97,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 600-1; CORRA 600-5,BADGER STATE 600-1; CORRA 600-5,ELEVATION: 5642' CORRA; 5634' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
287,287.jpg,2020,98,BADGER STATE - SOUTH,S-29,1,1-6,BADGER STATE; CORRA,BADGER STATE 600 SILL; CORRA 600-4,BADGER STATE 600 SILL; CORRA 600-4,ELEVATION: 5635' CORRA; 5526' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
288,288.jpg,NO PAGE NUMBER,99,BADGER STATE - SOUTH,S-29,1,1-6,END OF STOPE BOOK BOOK S-29; VOLUME 1,BLANK PAGE - LEFT PAGE ONLY - END OF STOPE BOOK BOOK S-29; VOLUME 1,BLANK PAGE - LEFT PAGE ONLY; END OF STOPE BOOK BOOK S-29; VOLUME BLANK PAGE - LEFT PAGE ONLY; END OF STOPE BOOK BOOK S-29; VOLUME 1,BLANK PAGE - LEFT PAGE ONLY; END OF STOPE BOOK BOOK S-29; VOLUME 1,Underground Workings,Silver Bow,Butte*,46.028901,-112.523975,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
289,289.jpg,SPINE,SPINE,BADGER STATE - CENTER,T-29,1,1-6,SPINE OF STOPE BOOK T-29; VOLUME 1,SPINE OF STOPE BOOK T-29; VOLUME 1,SPINE OF STOPE BOOK T-29; VOLUME 1,SPINE OF STOPE BOOK T-29; VOLUME 1,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,4,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
290,290.jpg,COVER,COVER,BADGER STATE - CENTER,T-29,1,1-6,COVER OF STOPE BOOK T-29; VOLUME 1,COVER OF STOPE BOOK T-29; VOLUME 1,COVER OF STOPE BOOK T-29; VOLUME 1,COVER OF STOPE BOOK T-29; VOLUME 1,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
291,291.jpg,1571,1,BADGER STATE - CENTER,T-29,1,1-6,BEGINNING OF STOPE BOOK T-29; VOLUME 1,BLANK PAGE - RIGHT SIDE OF PAGE ONLY - BEGINNING OF STOPE BOOK T-29; VOLUME 1,BLANK PAGE - RIGHT SIDE OF PAGE ONLY - BEGINNING OF STOPE BOOK T-29; VOLUME 1,BLANK PAGE - RIGHT SIDE OF PAGE ONLY - BEGINNING OF STOPE BOOK T-29; VOLUME 1,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
292,292.jpg,1572,2,BADGER STATE - CENTER,T-29,1,1-6,MOOSE SHAFT COLLAR,MOOSE SHAFT COLLAR,MOOSE SHAFT COLLAR,ELEVATION: 6415.0' AT MOOSE COLLAR,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
293,293.jpg,1573,3,BADGER STATE - CENTER,T-29,1,1-6,,BLANK PAGE,BLANK PAGE,BLANK PAGE,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
294,294.jpg,1574,4,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE SHAFT,MOOSE SHAFT,ELEVATION: 6407.0'; 6407.0' AT THE MOOSE SHAFT,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
295,295.jpg,1575,5,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE SHAFT LOCATION,BLANK PAGE,ELEVATION: 6400.0'; MOOSE SHAFT ELEVATION 6400.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
296,296.jpg,1576,6,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE SHAFT LOCATION,MOOSE SHAFT LOCATION,ELEVATION: 6392.0'; MOOSE SHAFT ELEVATION 6392.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
297,297.jpg,1577,7,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE SHAFT LOCATION,BLANK PAGE,ELEVATION: 6385.0'; MOOSE SHAFT ELEVATION 6385.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
298,298.jpg,1578,8,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE 50 SILL,MOOSE SHAFT LOCATION,ELEVATION: 6377.0'; MOOSE SHAFT ELEVATION 6377.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
299,299.jpg,1579,9,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE SHAFT LOCATION,BLANK PAGE,ELEVATION: 6370.0'; MOOSE SHAFT ELEVATION 6370.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
300,300.jpg,1580,10,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE SHAFT LOCATION,MOOSE SHAFT LOCATION,ELEVATION: 6362.0'; MOOSE SHAFT ELEVATION 6362.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
301,301.jpg,1581,11,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE SHAFT LOCATION,BLANK PAGE,ELEVATION: 6355.0'; MOOSE SHAFT ELEVATION 6355.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
302,302.jpg,1582,12,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE SHAFT LOCATION,MOOSE SHAFT LOCATION,ELEVATION: 6347.0'; MOOSE SHAFT ELEVATION 6347.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
303,303.jpg,1583,13,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE SHAFT LOCATION,BLANK PAGE,ELEVATION: 6340.0'; MOOSE SHAFT ELEVATION 6340.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
304,304.jpg,1584,14,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE 100-1,MOOSE 50 SILL,ELEVATION: 6332.0'; MOOSE SHAFT ELEVATION 6332.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
305,305.jpg,1585,15,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE 100 SILL,BLANK PAGE,ELEVATION: 6325.0'; MOOSE SHAFT ELEVATION 6325.31'; CONCRETE BULKHEAD IN THE MOOSE 101 DRIFT AT THE MOOSE SHAFT,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
306,306.jpg,1586,16,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE 200-12,MOOSE SHAFT LOCATION,ELEVATION: 6317.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
307,307.jpg,1587,17,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE 200-11,BLANK PAGE,ELEVATION: 6310.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
308,308.jpg,1588,18,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE 200-10,MOOSE SHAFT LOCATION,ELEVATION: 6302.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
309,309.jpg,1589,19,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE 200-9,BLANK PAGE,ELEVATION: 6295.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
310,310.jpg,1590,20,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE 200-8,MOOSE SHAFT LOCATION,ELEVATION: 6287.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
311,311.jpg,1591,21,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE 200-7,BLANK PAGE,ELEVATION: 6279.0',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
312,312.jpg,1592,22,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE 200-6,MOOSE SHAFT LOCATION,ELEVATION: 6272',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
313,313.jpg,1593,23,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE 200-5,BLANK PAGE,ELEVATION: 6264',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
314,314.jpg,1594,24,BADGER STATE - CENTER,T-29,1,1-6,MOOSE,MOOSE 200-4,MOOSE SHAFT LOCATION,ELEVATION: 6257',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
315,315.jpg,1595,25,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE SURFACE; MOOSE 200-3,BLANK PAGE,ELEVATION: 6249',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
316,316.jpg,1596,26,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-28; MOOSE 200-2,MOOSE 100-1,ELEVATION: 6241',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
317,317.jpg,1597,27,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-27; MOOSE 200-1,BLANK PAGE,ELEVATION: 6234',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
318,318.jpg,1598,28,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE COLLAR; BADGER STATE; MOOSE; NORTHEY SHAFT COLLAR,BADGER STATE SHAFT COLLAR; BADGER STATE 200-26; MOOSE 200 SILL; NORTHEY SHAFT COLLAR,MOOSE 100 SILL,ELEVATION: 6226'; 6225.69' AT THE MOOSE SHAFT; CONCRETE BULKHEAD IN THE MOOSE 201 DRIFT AND THE MOOSE 202 DRIFT ISOLATING THE MOOSE SHAFT FROM THE WORKINGS,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
319,319.jpg,1599,29,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-25; MOOSE 300-12,BLANK PAGE,ELEVATION: 6218',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
320,320.jpg,1600,30,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-24; MOOSE 300-11,MOOSE 200-12,ELEVATION: 6210',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
321,321.jpg,1601,31,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-23; MOOSE 300-10,BLANK PAGE,ELEVATION: 6203',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
322,322.jpg,1602,32,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-22; MOOSE 300-9,MOOSE 200-11,ELEVATION: 6195',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
323,323.jpg,1603,33,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-21; MOOSE 300-8,BLANK PAGE,ELEVATION: 6187',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
324,324.jpg,1604,34,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE WASTE DUMP; BADGER STATE; EMILY SHAFT COLLAR; MOOSE,BADGER STATE 200-20; EMILY SHAFT COLLAR; MOOSE 300-7,MOOSE 200-10,ELEVATION: 6179'; 6192.0' AT THE EMILY SHAFT,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
325,325.jpg,1605,35,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-19; MOOSE 300-6,BLANK PAGE,ELEVATION: 6172'; 6171.0' AT THE BADGER STATE SHAFT,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
326,326.jpg,1606,36,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-18; MOOSE 300-5,MOOSE 200-9,ELEVATION: 6164'; 6164.0' AT THE BADGER STATE SHAFT,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
327,327.jpg,1607,37,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-17; MOOSE 300-4,BLANK PAGE,ELEVATION: 6156'; 6157.0' AT THE BADGER STATE SHAFT,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
328,328.jpg,1608,38,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE WASTE DUMP; BADGER STATE; MOOSE,BADGER STATE WASTE DUMP; BADGER STATE 200-16; MOOSE 300-3,MOOSE 200-8,ELEVATION: 6148',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
329,329.jpg,1609,39,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE WASTE DUMP; BADGER STATE; MOOSE,BADGER STATE WASTE DUMP; BADGER STATE 200-15; MOOSE 300-2,BLANK PAGE,ELEVATION: 6140',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
330,330.jpg,1610,40,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-14; MOOSE 300-1,MOOSE 200-7,ELEVATION: 6133',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
331,331.jpg,1611,41,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-13; MOOSE 300 SILL,BLANK PAGE,ELEVATION: 6125'; 6125.55' AT THE MOOSE SHAFT; CONCRETE BULKHEAD IN THE MOOSE 300 DRIFT AND THE MOOSE 312 DRIFT ISOLATING THE MOOSE SHAFT FROM THE WORKINGS,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
332,332.jpg,1612,42,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE,BADGER STATE 200-12,MOOSE 200-6,ELEVATION: 6124' BADGER; 6136.0' AT THE BADGER STATE SHAFT,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
333,333.jpg,1613,43,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE,BADGER STATE 200-11,BLANK PAGE,ELEVATION: 6117',Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
334,334.jpg,1614,44,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-10; MOOSE 400-12,MOOSE 200-5,ELEVATION: 6117' MOOSE; 6110' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
335,335.jpg,1615,45,BADGER STATE - CENTER,T-29,1,1-6,BADGER STATE; MOOSE,BADGER STATE 200-9; MOOSE 400-11,BLANK PAGE,ELEVATION: 6110' MOOSE; 6104' BADGER STATE,Underground Workings,Silver Bow,Butte*,46.031087,-112.523998,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,46,19,NO,,"1"" = 50'",03N,07W,7,image;jpg
